College,Program Proposal Id,Course Proposal Id,Program Control Number,Program Status,Course Control Number,Course Status,Course Id,Course Title,Course TOP Code,Course Classification Code
Cabrillo,49619,49008,06326,Approved,CCC000446054,Active,ASTRO3,Solar System Astronomy,191100,Y
Cabrillo,49619,393328,06326,Approved,CCC000528097,Active,ASTRO7,Planetary Climate Science ,191100,Y
Cabrillo,49619,48484,06326,Approved,CCC000357992,Active,ASTRO8A,Observational Astronomy,191100,Y
Cabrillo,49619,49179,06326,Approved,CCC000446055,Active,ASTRO4,"Stars, Galaxies and the Origin of the Universe",191100,Y
Cabrillo,49619,393331,06326,Approved,CCC000558591,Active,ASTRO9A,Astrophotography,191100,Y
Cabrillo,49619,411895,06326,Approved,CCC000569029,Active,ASTRO25,Field Astronomy in the California Mountains ,191100,Y
Cabrillo,49619,46251,06326,Approved,CCC000521248,Active,MATH5A,Analytic Geometry and Calculus I,170100,Y
Cabrillo,49619,46254,06326,Approved,CCC000521249,Active,MATH5B,Analytic Geometry and Calculus II,170100,Y
Cabrillo,49619,431443,06326,Approved,CCC000577099,Active,MATH5C,ANALYTIC GEOMETRY AND CALCULUS III,170100,Y
Cabrillo,49619,48649,06326,Approved,CCC000356517,Active,PHYS4A,Physics for Scientists and Engineers I,190200,Y
Cabrillo,49619,48651,06326,Approved,CCC000370258,Active,PHYS4C,Physics for Scientists and Engineers III,190200,Y
Cabrillo,49619,48650,06326,Approved,CCC000382515,Active,PHYS4B,Physics for Scientists and Engineers II,190200,Y
Cabrillo,49619,47504,06326,Approved,CCC000351486,Active,CHEM1A,General Chemistry I,190500,Y
Cabrillo,49619,47505,06326,Approved,CCC000377228,Active,CHEM1B,General Chemistry II,190500,Y
Cabrillo,49619,413342,06326,Approved,CCC000374589,Active,CIS90,Introduction to UNIX/Linux,070800,Y
Cabrillo,49619,46548,06326,Approved,CCC000359470,Active,CS19,C++ Programming,070600,Y
Cabrillo,49619,48005,06326,Approved,CCC000379511,Active,MATH7,Introduction to Differential Equations,170100,Y
Cabrillo,49619,452703,06326,Approved,CCC000521251,Active,MATH12,Elementary Statistics,170100,Y
Cabrillo,49619,452704,06326,Approved,CCC000521252,Active,MATH12H,Honors Elementary Statistics,170100,Y
Cabrillo,49619,404856,06326,Approved,CCC000345586,Active,GEOL10,Physical Geology,191400,Y
Cabrillo,49626,46457,17994,Active,CCC000528089,Inactive,ASL1,Beginning American Sign Language,110100,Y
Cabrillo,49626,47210,17994,Active,CCC000528549,Inactive,ASL2,Elementary American Sign Language,110100,Y
Cabrillo,49626,47900,17994,Active,CCC000528725,Inactive,ASL3,Intermediate American Sign Language (ASL),110100,Y
Cabrillo,49626,361224,17994,Active,CCC000543565,Active,ASL1,Elementary American Sign Language I,110100,Y
Cabrillo,49626,361227,17994,Active,CCC000543566,Active,ASL2,Elementary American Sign Language II,110100,Y
Cabrillo,49626,361230,17994,Active,CCC000543567,Active,ASL3,Intermediate American Sign Language I,110100,Y
Cabrillo,49639,469383,16552,Approved,CCC000595406,Active,CIS116,IPv6 Fundamentals,070800,Y
Cabrillo,49639,413338,16552,Approved,CCC000357419,Active,CIS81,Computer Network Fundamentals,070800,Y
Cabrillo,49639,464574,16552,Approved,CCC000591270,Active,CIS71,Information & Communication Technology Essentials,070820,Y
Cabrillo,49639,49359,16552,Approved,CCC000349490,Inactive,CIS98,UNIX/Linux Shell Programming,070800,Y
Cabrillo,49639,469385,16552,Approved,CCC000595412,Active,CIS75,Fundamentals of Computer Security,070800,Y
Cabrillo,49639,438784,16552,Approved,CCC000576865,Active,CIS15,Cloud Programming with Python,070710,Y
Cabrillo,49639,393515,16552,Approved,CCC000528149,Active,CIS174,Virtualization Infrastructure (VMware ICM),070800,Y
Cabrillo,49639,49352,16552,Approved,CCC000358718,Active,CIS191AB,"UNIX/Linux Installation, Configuration and Administration",070800,Y
Cabrillo,49639,49353,16552,Approved,CCC000357394,Active,CIS192AB,UNIX/Linux Network Administration,070800,Y
Cabrillo,49639,387147,16552,Approved,CCC000555207,Active,CIS33,Introduction to Programming Database-Driven Websites With PHP ,070800,Y
Cabrillo,49639,352127,16552,Approved,CCC000533589,Active,CIS46,CCNA Security ,070800,Y
Cabrillo,49639,413333,16552,Approved,CCC000350106,Active,CIS54,Intro. to Database Management Systems ,070800,Y
Cabrillo,49639,413336,16552,Approved,CCC000348931,Active,CIS75,Fundamentals of Computer Security,070800,Y
Cabrillo,49639,413342,16552,Approved,CCC000374589,Active,CIS90,Introduction to UNIX/Linux,070800,Y
Cabrillo,49639,361477,16552,Approved,CCC000373324,Active,CIS103,Technical Support as a Profession,070800,Y
Cabrillo,49639,48353,16552,Approved,CCC000371466,Approved,CIS194,Microsoft Windows Client Administration,070800,Y
Cabrillo,49639,387140,16552,Approved,CCC000555160,Active,CIS31,Perl Programming in a UNIX Environment,070800,Y
Cabrillo,49639,387144,16552,Approved,CCC000555107,Active,CIS32,Introduction to Internet Programming ,070800,Y
Cabrillo,49639,439621,16552,Approved,CCC000383121,Active,CIS82,Routing and Switching Essentials,070800,Y
Cabrillo,49639,393510,16552,Approved,CCC000528153,Active,CIS140NA,Network Analysis using Wireshark,070800,Y
Cabrillo,49639,393519,16552,Approved,CCC000359471,Active,CIS195,Microsoft Windows Server Administration,070800,Y
Cabrillo,49639,393521,16552,Approved,CCC000347464,Active,CIS196,Microsoft Windows Server Advanced Configuration,070800,Y
Cabrillo,49639,48084,16552,Approved,CCC000379337,Active,CS11,"Introduction to Programming Concepts and Methodology, C++",070600,Y
Cabrillo,49639,48085,16552,Approved,CCC000352053,Active,CS12J,"Introduction to Programming Concepts and Methodology, Java",070600,Y
Cabrillo,49639,46548,16552,Approved,CCC000359470,Active,CS19,C++ Programming,070600,Y
Cabrillo,49639,438787,16552,Approved,CCC000373482,Active,CS20J,Java Programming,070600,Y
Cabrillo,49639,48002,16552,Approved,CCC000347053,Active,CS21,Introduction to Data Structures and Algorithms,070600,Y
Cabrillo,49639,438786,16552,Approved,CCC000360926,Active,CS23,Discrete Mathematics,070600,Y
Cabrillo,49639,47213,16552,Approved,CCC000348867,Active,CS24,Elementary Computer Organization,070600,Y
Cabrillo,49639,452706,16552,Approved,CCC000370830,Active,MATH23,Discrete Mathematics,170100,Y
Cabrillo,49639,469354,16552,Approved,CCC000595387,Active,DM60,Web Design with HTML and CSS,061400,Y
Cabrillo,49660,47567,06366,Active,CCC000522489,Active,DH7,Head and Neck Anatomy and Embryology,124020,Y
Cabrillo,49660,48491,06366,Active,CCC000346139,Active,DH160,Oral Health Education,124020,Y
Cabrillo,49660,418311,06366,Active,CCC000572860,Active,DH161,Preparation for Dental Hygiene Clinic,124020,Y
Cabrillo,49660,449956,06366,Active,CCC000581076,Active,DH162A,Patient Assessment I,124020,Y
Cabrillo,49660,48605,06366,Active,CCC000355377,Active,DH162B,Patient Assessment II,124020,Y
Cabrillo,49660,46982,06366,Active,CCC000372536,Active,DH163A,Dental Radiology,124020,Y
Cabrillo,49660,449958,06366,Active,CCC000360679,Active,DH163B,Dental Radiographic Interpretation and Case Studies,124020,Y
Cabrillo,49660,449959,06366,Active,CCC000374115,Active,DH164,Dental Materials,124020,Y
Cabrillo,49660,49333,06366,Active,CCC000351539,Active,DH170,"Tooth Morphology, Oral Histology, and  Oral Embryology",124020,Y
Cabrillo,49660,398898,06366,Active,CCC000562273,Active,DH171,Introduction to Clinical Dental Hygiene,124020,Y
Cabrillo,49660,398899,06366,Active,CCC000562275,Active,DH173,Clinical Dental Hygiene I,124020,Y
Cabrillo,49660,48614,06366,Active,CCC000379270,Active,DH174,Periodontics,124020,Y
Cabrillo,49660,48492,06366,Active,CCC000356727,Active,DH180,Oral Pathology,124020,Y
Cabrillo,49660,449960,06366,Active,CCC000562274,Active,DH181,Clinical Dental Hygiene II,124020,Y
Cabrillo,49660,46154,06366,Active,CCC000355738,Active,DH182A,Advanced Case Studies,124020,Y
Cabrillo,49660,449962,06366,Active,CCC000581075,Active,DH183,Clinical Dental Hygiene III,124020,Y
Cabrillo,49660,48588,06366,Active,CCC000366486,Active,DH184A,Pain Management I,124020,Y
Cabrillo,49660,48589,06366,Active,CCC000354437,Active,DH184B,Pain Management II,124020,Y
Cabrillo,49660,46800,06366,Active,CCC000376792,Active,DH186A,Community Oral Health and Research,124020,Y
Cabrillo,49660,46801,06366,Active,CCC000365079,Active,DH186B,Community Oral Health and Case Studies,124020,Y
Cabrillo,49660,46977,06366,Active,CCC000348678,Active,DH187,Dental Hygiene Law and Ethics,124020,Y
Cabrillo,49670,46737,31441,Active,CCC000524762,Active,ECE31,Child Growth and Development,130500,Y
Cabrillo,49670,46742,31441,Active,CCC000362025,Active,ECE32,"Child,  Family and Community",130500,Y
Cabrillo,49670,47170,31441,Active,CCC000524793,Active,ECE54,Early Childhood Education Practicum,130500,Y
Cabrillo,49670,47577,31441,Active,CCC000521767,Active,ECE59,"Health, Safety, and Nutrition Issues In the Childcare Setting",130500,Y
Cabrillo,49670,47999,31441,Active,CCC000360686,Active,ECE53,Introduction to Curriculum for the Young Child,130500,Y
Cabrillo,49670,48483,31441,Active,CCC000525101,Active,ECE34,Observation and Assessment Methods in Early Childhood Education,130500,Y
Cabrillo,49670,48739,31441,Active,CCC000446163,Active,ECE51,Principles of Working With Young Childre N,130500,Y
Cabrillo,49670,49283,31441,Active,CCC000350227,Active,ECE52,Teaching in a Diverse Society,130500,Y
Cabrillo,49695,46849,06339,Active,CCC000351442,Active,SOC2,Contemporary Social Problems,220800,Y
Cabrillo,49695,47510,06339,Active,CCC000348193,Active,PSYCH1,General Psychology,200100,Y
Cabrillo,49695,47616,06339,Active,CCC000504174,Active,SOC2H,Honors Contemporary Social Problems,220800,Y
Cabrillo,49695,47621,06339,Active,CCC000530411,Active,PSYCH1H,Honors General Psychology,200100,Y
Cabrillo,49695,47624,06339,Active,CCC000504173,Active,SOC1H,Honors Introduction to Sociology: Understanding Society,220800,Y
Cabrillo,49695,47634,06339,Active,CCC000353437,Active,BIO4,Human Anatomy,040100,Y
Cabrillo,49695,47637,06339,Active,CCC000379188,Active,BIO5,Human Physiology,040100,Y
Cabrillo,49695,47859,06339,Active,CCC000379204,Active,CHEM30A,Inorganic Chemistry for Health  Occupations,190500,Y
Cabrillo,49695,48056,06339,Active,CCC000378488,Active,ECON1A,Introduction to Macroeconomics,220400,Y
Cabrillo,49695,48061,06339,Active,CCC000366945,Active,ECON1B,Introduction to Microeconomics,220400,Y
Cabrillo,49695,48104,06339,Active,CCC000363224,Active,SOC1,Introduction to Sociology: Understanding Society,220800,Y
Cabrillo,49695,48126,06339,Active,CCC000367307,Active,CHEM30B,Introductory Organic Chemistry and Biochemistry for Health Occupatio,190500,Y
Cabrillo,49695,48351,06339,Active,CCC000367253,Active,BIO6,Microbiology,040100,Y
Cabrillo,49695,48616,06339,Active,CCC000357568,Active,HS10,Personal Health,083700,Y
Cabrillo,49695,465084,06339,Active,CCC000591626,Active,NUTR20,Nutrition,130600,Y
Cabrillo,49696,355534,06394,Active,CCC000534836,Active,HIST14H,Honors Women in America,220500,Y
Cabrillo,49697,46190,31610,Active,CCC000378025,Active,SPAN5A,Advanced Grammar and Composition,110500,Y
Cabrillo,49697,46219,31610,Active,CCC000365952,Active,SPAN10B,Advanced Spanish Conversation,110500,Y
Cabrillo,49697,46228,31610,Active,CCC000374801,Active,HIST29B,African American History Since 1865,220500,Y
Cabrillo,49697,46229,31610,Active,CCC000348945,Active,HIST29A,African American History to 1865,220500,Y
Cabrillo,49697,46457,31610,Active,CCC000528089,Inactive,ASL1,Beginning American Sign Language,110100,Y
Cabrillo,49697,46459,31610,Active,CCC000373566,Inactive,CHIN1,Beginning Chinese (Mandarin),110700,Y
Cabrillo,49697,46478,31610,Active,CCC000355729,Inactive,FR1,Beginning French,110200,Y
Cabrillo,49697,46481,31610,Active,CCC000381679,Inactive,GRMN1,Beginning German,110300,Y
Cabrillo,49697,46483,31610,Active,CCC000378530,Inactive,ITAL1,Beginning Italian,110400,Y
Cabrillo,49697,46484,31610,Active,CCC000355873,Inactive,JAPAN1,Beginning Japanese,110800,Y
Cabrillo,49697,46500,31610,Active,CCC000379110,Inactive,SPAN1,Beginning Spanish,110500,Y
Cabrillo,49697,46802,31610,Active,CCC000357738,Active,PS2,Comparative Government,220700,Y
Cabrillo,49697,47212,31610,Active,CCC000361622,Inactive,CHIN2,Elementary Chinese (Mandarin),110700,Y
Cabrillo,49697,47214,31610,Active,CCC000381445,Inactive,FR2,Elementary French,110200,Y
Cabrillo,49697,47215,31610,Active,CCC000369634,Inactive,GRMN2,Elementary German,110300,Y
Cabrillo,49697,47216,31610,Active,CCC000366706,Inactive,ITAL2,Elementary Italian,110400,Y
Cabrillo,49697,47217,31610,Active,CCC000381792,Inactive,JAPAN2,Elementary Japanese,110800,Y
Cabrillo,49697,47220,31610,Active,CCC000367181,Inactive,SPAN2,Elementary Spanish,110500,Y
Cabrillo,49697,47425,31610,Active,CCC000380321,Active,FR10,French Conversation,110200,Y
Cabrillo,49697,47516,31610,Active,CCC000359218,Inactive,GRMN10,German Conversation,110300,Y
Cabrillo,49697,47597,31610,Active,CCC000352935,Active,HIST16C,History of Mexico ,220500,Y
Cabrillo,49697,47603,31610,Active,CCC000371487,Active,HIST6,History of the Middle East,220500,Y
Cabrillo,49697,47915,31610,Active,CCC000369599,Inactive,FR3,Intermediate French,110200,Y
Cabrillo,49697,47916,31610,Active,CCC000357648,Inactive,FR4,Intermediate French,110200,Y
Cabrillo,49697,47923,31610,Active,CCC000354967,Inactive,ITAL3,Intermediate Italian,110400,Y
Cabrillo,49697,47938,31610,Active,CCC000355300,Inactive,SPAN3,Intermediate Spanish,110500,Y
Cabrillo,49697,47939,31610,Active,CCC000380987,Inactive,SPAN4,Intermediate Spanish,110500,Y
Cabrillo,49697,47940,31610,Active,CCC000377715,Active,SPAN10A,Intermediate Spanish Conversation,110500,Y
Cabrillo,49697,47981,31610,Active,CCC000380645,Active,HIST19B,Introduction to Chinese History,220500,Y
Cabrillo,49697,48027,31610,Active,CCC000369538,Active,PS1,Introduction to Government,220700,Y
Cabrillo,49697,48050,31610,Active,CCC000368949,Active,HIST19C,Introduction to Japanese History,220500,Y
Cabrillo,49697,48132,31610,Active,CCC000348212,Active,ITAL10,Italian Conversation,110400,Y
Cabrillo,49697,48205,31610,Active,CCC000446236,Active,HIST16B,Latin America Since 1825,220500,Y
Cabrillo,49697,48206,31610,Active,CCC000446235,Active,HIST16A,Latin America to 1825,220500,Y
Cabrillo,49697,48349,31610,Active,CCC000354183,Active,SPAN30B,Mexican Civilization and Culture,110500,Y
Cabrillo,49697,49022,31610,Active,CCC000345622,Active,SPAN6A,Spanish Through Film--Latin America,110500,Y
Cabrillo,49697,49023,31610,Active,CCC000371658,Active,SPAN6B,Spanish Through Film--Spain,110500,Y
Cabrillo,49697,49223,31610,Active,CCC000352639,Active,HIST4A,Survey of Western Civilization to 1648,220500,Y
Cabrillo,49697,49224,31610,Active,CCC000378140,Active,HIST4B,Survey of Western Civilization-1648 to Late 20th Century,220500,Y
Cabrillo,49697,49384,31610,Active,CCC000370094,Active,HIST17B,United States History Since 1865,220500,Y
Cabrillo,49697,49385,31610,Active,CCC000382197,Active,HIST17A,United States History to 1865,220500,Y
Cabrillo,49697,49539,31610,Active,CCC000378245,Active,HIST14,Women in America,220500,Y
Cabrillo,49697,49584,31610,Active,CCC000367754,Active,HIST2B,World History From 1500 to Present,220500,Y
Cabrillo,49697,49585,31610,Active,CCC000379665,Active,HIST2A,World History to 1500,220500,Y
Cabrillo,49697,361224,31610,Active,CCC000543565,Active,ASL1,Elementary American Sign Language I,110100,Y
Cabrillo,49697,361232,31610,Active,CCC000543568,Inactive,CHIN1,Elementary Chinese I,110700,Y
Cabrillo,49697,361236,31610,Active,CCC000543569,Inactive,CHIN2,Elementary Chinese II,110700,Y
Cabrillo,49697,361266,31610,Active,CCC000543587,Active,FR1,Elementary French I,110200,Y
Cabrillo,49697,361268,31610,Active,CCC000543588,Active,FR2,Elementary French II,110200,Y
Cabrillo,49697,361285,31610,Active,CCC000543594,Active,ITAL2,Elementary Italian II,110400,Y
Cabrillo,49697,361270,31610,Active,CCC000543589,Active,FR3,Intermediate French I,110200,Y
Cabrillo,49697,361273,31610,Active,CCC000543590,Inactive,FR4,Intermediate French II,110200,Y
Cabrillo,49697,361275,31610,Active,CCC000543591,Active,GRMN1,Elementary German I,110300,Y
Cabrillo,49697,361276,31610,Active,CCC000543592,Active,GRMN2,Elementary German II,110300,Y
Cabrillo,49697,361282,31610,Active,CCC000543593,Active,ITAL1,Elementary Italian I,110400,Y
Cabrillo,49697,361289,31610,Active,CCC000543595,Active,ITAL3,Intermediate Italian I,110400,Y
Cabrillo,49697,361305,31610,Active,CCC000543597,Active,JAPAN2,Elementary Japanese II,110800,Y
Cabrillo,49697,361306,31610,Active,CCC000543596,Active,JAPAN1,Elementary Japanese I,110800,Y
Cabrillo,49697,361344,31610,Active,CCC000543606,Active,SPAN1,Elementary Spanish I,110500,Y
Cabrillo,49697,361346,31610,Active,CCC000543607,Active,SPAN2,Elementary Spanish II,110500,Y
Cabrillo,49697,361348,31610,Active,CCC000543608,Active,SPAN3,Intermediate Spanish I,110500,Y
Cabrillo,49697,361349,31610,Active,CCC000543609,Active,SPAN4,Intermediate Spanish II,110500,Y
Cabrillo,49697,439622,31610,Active,CCC000374756,Active,SPAN16,Elementary Spanish for Spanish Speakers I,110500,Y
Cabrillo,49697,452092,31610,Active,CCC000362881,Active,SPAN17,Elementary Spanish for Spanish Speakers,110500,Y
Cabrillo,49697,452093,31610,Active,CCC000354475,Active,SPAN25,Spanish Through Literature-Spain,110500,Y
Cabrillo,49697,452094,31610,Active,CCC000380051,Active,SPAN26,Spanish Through Literature-Â­Latin America,110500,Y
Cabrillo,49701,47923,17995,Active,CCC000354967,Inactive,ITAL3,Intermediate Italian,110400,Y
Cabrillo,49701,361289,17995,Active,CCC000543595,Active,ITAL3,Intermediate Italian I,110400,Y
Cabrillo,49704,46780,16555,Active,CCC000349762,Approved,ENGL1A,College Composition,150100,Y
Cabrillo,49704,46781,16555,Active,CCC000349557,Approved,ENGL1AMC,College Composition: Multicultural Emphasis,150100,Y
Cabrillo,49704,46795,16555,Active,CCC000375630,Active,COMM10,Communication Process,150600,Y
Cabrillo,49704,47534,16555,Active,CCC000373150,Active,COMM2,Group Discussion,150600,Y
Cabrillo,49704,47611,16555,Active,CCC000459196,Active,ENGL1AH,Honors College Composition,150100,Y
Cabrillo,49704,47612,16555,Active,CCC000459197,Active,ENGL1AMCH,Honors College Composition: Multicultural Emphasis,150100,Y
Cabrillo,49704,47990,16555,Active,CCC000362817,Active,CS1,Introduction to Computers and Computer Technology,070600,Y
Cabrillo,49704,48085,16555,Active,CCC000352053,Active,CS12J,"Introduction to Programming Concepts and Methodology, Java",070600,Y
Cabrillo,49704,48045,16555,Active,CCC000363435,Inactive,CIS132,Introduction to Internet Programming,070800,Y
Cabrillo,49704,48192,16555,Active,CCC000359580,Active,CS1L,Lab: Introduction to Computers and  Computer Technology,070600,Y
Cabrillo,49704,48708,16555,Active,CCC000508299,Approved,MATH2,Precalculus Algebra,170100,Y
Cabrillo,49704,48709,16555,Active,CCC000377694,Approved,MATH4,Precalculus Algebra and Trigonometry,170100,Y
Cabrillo,49704,48710,16555,Active,CCC000508300,Approved,MATH3,Precalculus Trigonometry,170100,Y
Cabrillo,49704,438787,16555,Active,CCC000373482,Active,CS20J,Java Programming,070600,Y
Cabrillo,49707,46226,31661,Active,CCC000521221,Active,KIN20L,Aerobic Fitness,083500,Y
Cabrillo,49707,46452,31661,Active,CCC000347505,Inactive,KIN47,Basketball,083500,Y
Cabrillo,49707,46511,31661,Active,CCC000364676,Inactive,BIO13B,Biology of People-Human Genetics,040100,Y
Cabrillo,49707,46725,31661,Active,CCC000352277,Active,CHEM32,Chemistry for the Allied Health Major,190500,Y
Cabrillo,49707,46756,31661,Active,CCC000511662,Active,DANCE66,Choreography,100800,Y
Cabrillo,49707,47394,31661,Active,CCC000354189,Inactive,KIN13,First Aid: Responding to Emergencies,083500,Y
Cabrillo,49707,47504,31661,Active,CCC000351486,Active,CHEM1A,General Chemistry I,190500,Y
Cabrillo,49707,47508,31661,Active,CCC000346027,Active,PHYS2A,Physics for Life Sciences I,190200,Y
Cabrillo,49707,47526,31661,Active,CCC000380017,Inactive,KIN40,Golf,083500,Y
Cabrillo,49707,47563,31661,Active,CCC000380703,Inactive,KIN37,Hatha Yoga,083500,Y
Cabrillo,49707,47634,31661,Active,CCC000353437,Active,BIO4,Human Anatomy,040100,Y
Cabrillo,49707,47637,31661,Active,CCC000379188,Active,BIO5,Human Physiology,040100,Y
Cabrillo,49707,47974,31661,Active,CCC000381260,Inactive,KIN10A,Introduction to Athletic Training,083500,Y
Cabrillo,49707,48051,31661,Active,CCC000355883,Inactive,KIN2,Introduction to Kinesiology,083500,Y
Cabrillo,49707,48126,31661,Active,CCC000367307,Active,CHEM30B,Introductory Organic Chemistry and Biochemistry for Health Occupatio,190500,Y
Cabrillo,49707,48649,31661,Active,CCC000356517,Active,PHYS4A,Physics for Scientists and Engineers I,190200,Y
Cabrillo,49707,48993,31661,Active,CCC000361417,Inactive,KIN50,Soccer,083500,Y
Cabrillo,49707,49001,31661,Active,CCC000349687,Inactive,KIN53,Softball,083500,Y
Cabrillo,49707,49175,31661,Active,CCC000351462,Inactive,KIN55,Sports Conditioning,083500,Y
Cabrillo,49707,49187,31661,Active,CCC000530412,Active,PSYCH2A,Statistics for Behavioral Sciences,200100,Y
Cabrillo,49707,49233,31661,Active,CCC000374593,Inactive,KIN61,Swim Fitness,083500,Y
Cabrillo,49707,49234,31661,Active,CCC000348804,Inactive,KIN60,Swimming,083500,Y
Cabrillo,49707,49294,31661,Active,CCC000358138,Inactive,KIN43,Tennis,083500,Y
Cabrillo,49707,49418,31661,Active,CCC000375289,Inactive,KIN54,Volleyball,083500,Y
Cabrillo,49707,49516,31661,Active,CCC000366685,Inactive,KIN27,Weight Training,083500,Y
Cabrillo,49707,355516,31661,Active,CCC000534837,Inactive,KIN10A,Introduction to Athletic Training,127000,Y
Cabrillo,49707,355524,31661,Active,CCC000535411,Active,KIN55,Sports Conditioning,127000,Y
Cabrillo,49707,361371,31661,Active,CCC000543598,Active,KIN2,Introduction to Kinesiology,127000,Y
Cabrillo,49707,361381,31661,Active,CCC000541948,Active,KIN13,First Aid: Responding to Emergencies,127000,Y
Cabrillo,49707,406245,31661,Active,CCC000567474,Active,KIN10A,"Athletic Training: Injury Prevention, Evaluation and Care",122800,Y
Cabrillo,49723,46251,30754,Active,CCC000521248,Active,MATH5A,Analytic Geometry and Calculus I,170100,Y
Cabrillo,49723,46253,30754,Active,CCC000370752,Inactive,MATH5A,Analytic Geometry and Calculus I,170100,Y
Cabrillo,49723,46254,30754,Active,CCC000521249,Active,MATH5B,Analytic Geometry and Calculus II,170100,Y
Cabrillo,49723,46256,30754,Active,CCC000358504,Inactive,MATH5B,Analytic Geometry and Calculus II,170100,Y
Cabrillo,49723,46259,30754,Active,CCC000521250,Deleted,MATH5C,Analytic Geometry and Calculus III,170100,Y
Cabrillo,49723,46548,30754,Active,CCC000359470,Active,CS19,C++ Programming,070600,Y
Cabrillo,49723,47213,30754,Active,CCC000348867,Active,CS24,Elementary Computer Organization,070600,Y
Cabrillo,49723,47227,30754,Active,CCC000377215,Inactive,MATH12,Elementary Statistics,170100,Y
Cabrillo,49723,47619,30754,Active,CCC000508298,Inactive,MATH12H,Honors Elementary Statistics,170100,Y
Cabrillo,49723,47795,30754,Active,CCC000353706,Inactive,CS10,INTRODUCTION TO PROGRAMMING-BASIC,070600,Y
Cabrillo,49723,47955,30754,Active,CCC000508275,Inactive,CS12AL,Intro to Programming for the Non-Major,070600,Y
Cabrillo,49723,47990,30754,Active,CCC000362817,Active,CS1,Introduction to Computers and Computer Technology,070600,Y
Cabrillo,49723,48002,30754,Active,CCC000347053,Active,CS21,Introduction to Data Structures and Algorithms,070600,Y
Cabrillo,49723,48005,30754,Active,CCC000379511,Active,MATH7,Introduction to Differential Equations,170100,Y
Cabrillo,49723,48084,30754,Active,CCC000379337,Active,CS11,"Introduction to Programming Concepts and Methodology, C++",070600,Y
Cabrillo,49723,48085,30754,Active,CCC000352053,Active,CS12J,"Introduction to Programming Concepts and Methodology, Java",070600,Y
Cabrillo,49723,48053,30754,Active,CCC000353920,Active,MATH6,Introduction to Linear Algebra,170100,Y
Cabrillo,49723,48088,30754,Active,CCC000378137,Active,CS12GP,Introduction to Programming Using Games and Simulations,070600,Y
Cabrillo,49723,48192,30754,Active,CCC000359580,Active,CS1L,Lab: Introduction to Computers and  Computer Technology,070600,Y
Cabrillo,49723,48482,30754,Active,CCC000364829,Inactive,CS29,Object Oriented Programming,070600,Y
Cabrillo,49723,431443,30754,Active,CCC000577099,Active,MATH5C,ANALYTIC GEOMETRY AND CALCULUS III,170100,Y
Cabrillo,49723,438786,30754,Active,CCC000360926,Active,CS23,Discrete Mathematics,070600,Y
Cabrillo,49723,438787,30754,Active,CCC000373482,Active,CS20J,Java Programming,070600,Y
Cabrillo,49723,452703,30754,Active,CCC000521251,Active,MATH12,Elementary Statistics,170100,Y
Cabrillo,49723,452704,30754,Active,CCC000521252,Active,MATH12H,Honors Elementary Statistics,170100,Y
Cabrillo,49723,452706,30754,Active,CCC000370830,Active,MATH23,Discrete Mathematics,170100,Y
Cabrillo,49730,439196,09600,Active,CCC000579159,Active,MA101,MA Externship,120800,Y
Cabrillo,49730,48062,09600,Active,CCC000446076,Active,CABT38,Introduction to Microsoft Office,070100,Y
Cabrillo,49730,48340,09600,Active,CCC000459214,Active,MA70,Medical Terminology,120800,Y
Cabrillo,49730,460604,09600,Active,CCC000587825,Active,MA115,Administrative Skills for Medical Assistants,120800,Y
Cabrillo,49730,450663,09600,Active,CCC000582434,Active,MA125,Clinical Skills for Medical Assistants I,120810,Y
Cabrillo,49730,450664,09600,Active,CCC000582435,Active,MA135,Clinical Skills for Medical Assistants II ,120810,Y
Cabrillo,49730,449954,09600,Active,CCC000581078,Active,MA170,"Medical Terminology-Structure, Function, and Disease Processes",120800,Y
Cabrillo,49730,449955,09600,Active,CCC000581077,Active,MA173A,Medical Law and Ethics,120800,Y
Cabrillo,49730,469375,09600,Active,CCC000595413,Active,MA100,Medical Assistant Essentials,120800,Y
Cabrillo,49730,469380,09600,Active,CCC000595418,Active,MA184,Health Care Communication ,120800,Y
Cabrillo,49735,46002,20407,Inactive,CCC000352241,Active,CABT102,10-KEY Calculator,051400,Y
Cabrillo,49735,46650,20407,Inactive,CCC000374283,Inactive,MA186,CPT (Current Procedural Terminology)  Coding,120800,Y
Cabrillo,49735,46780,20407,Inactive,CCC000349762,Approved,ENGL1A,College Composition,150100,Y
Cabrillo,49735,46781,20407,Inactive,CCC000349557,Approved,ENGL1AMC,College Composition: Multicultural Emphasis,150100,Y
Cabrillo,49735,46817,20407,Inactive,CCC000364075,Active,CABT101,Computer Proficiency,051400,Y
Cabrillo,49735,46971,20407,Inactive,CCC000347791,Active,CABT103A,Data Entry on Computer ,051400,Y
Cabrillo,49735,46991,20407,Inactive,CCC000367007,Inactive,MA179A,Diagnostic & Procedural Coding for  Medical Facilities,120800,Y
Cabrillo,49735,47198,20407,Inactive,CCC000508297,Active,MA189,Electronic Health Records,120800,Y
Cabrillo,49735,47569,20407,Inactive,CCC000360202,Inactive,MA184,Health Care Communication ,120800,Y
Cabrillo,49735,47611,20407,Inactive,CCC000459196,Active,ENGL1AH,Honors College Composition,150100,Y
Cabrillo,49735,47612,20407,Inactive,CCC000459197,Active,ENGL1AMCH,Honors College Composition: Multicultural Emphasis,150100,Y
